Disparado?;Jornada;Activity name / Taxonomia;Canal;Data de Disparo;Data Fim;Safra;BU;Parceiro;SIGLA;Segmento;SIGLA;Subgrupos;Base Total;Base Acionável;% Otimização de base;Etapa de aquisição;Ordem de disparo;Perfil de Crédito;Produto;Oferta;Promocional;SIGLA;Oferta 2;Promocional 2;Custo Unitário Oferta;Custo Total da Oferta;Custo unitário do canal;Custo total canal;Taxa de Entrega;Taxa de Abertura ;Taxa de Clique;Taxa de Proposta;Taxa de Aprovação;Taxa de Finalização;Taxa de Conversão;Custo Total Campanha;CAC;Cartões Gerados;Aprovados;Propostas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_boa_reg_leal_email_aqsaquecimentoboa1_pontual;E-mail;27/08/2025;29/08/2025;ago/25;Plurix;N/A;N/A;CRM;CRM;Leais;301;294;97,67%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,25;98%;37,41%;0,00%;0,34%;100,00%;100,00%;0,34%;R$ 0,25;R$ 0,25;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_boa_reg_leal_email_aqsaquecimentoboa1_pontual;E-mail;27/08/2025;27/08/2025;ago/25;Plurix;N/A;N/A;CRM;CRM;Leais;301;294;97,67%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,25;98%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,25;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_ave_reg_leal_email_aqsaquecimentoavenida1_pontual;E-mail;27/08/2025;29/08/2025;ago/25;Plurix;N/A;N/A;CRM;CRM;Leais;163;156;#DIV/0!;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,13;96%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,13;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_pao_reg_leal_email_aqsaquecimentosuperpão1_pontual;E-mail;27/08/2025;29/08/2025;ago/25;Plurix;N/A;N/A;CRM;CRM;Leais;64;62;#DIV/0!;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,05;97%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,05;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_pao_reg_leal_email_aqsaquecimentosuperpão1_pontual;E-mail;27/08/2025;27/08/2025;ago/25;Plurix;N/A;N/A;CRM;CRM;Leais;64;62;96,88%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,05;97%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,05;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_comp_reg_leal_email_aqsaquecimentocompremais1_pontual;E-mail;27/08/2025;29/08/2025;ago/25;Plurix;N/A;N/A;CRM;CRM;Leais;64;61;#DIV/0!;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,05;95%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,05;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_comp_reg_leal_email_aqsaquecimentocompremais1_pontual;E-mail;27/08/2025;27/08/2025;ago/25;Plurix;N/A;N/A;CRM;CRM;Leais;64;61;95,31%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,05;95%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,05;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_CARRINHO_PLURIX_;plu_aqs_grl_reg_expl_sms_aqssmscarrinho_pontual;SMS;28/08/2025;30/08/2025;ago/25;Plurix;N/A;N/A;Abandonados;ABD;N/A;4274;4056;#DIV/0!;Meio_de_Funil;1;Mar_aberto;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,064;R$ 259,58;95%;N/A;N/A;0,49%;85,00%;50,00%;0,25%;R$ 259,58;R$ 25,96;10;17;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2B2C_DIA_AGOSTO_SEMANA1_PARTE1;afz_car_vis_reg_sms_dia_agosto1_aqsdiad5click_diario;SMS;28/08/2025;31/08/2025;ago/25;B2B2C;Dia;DIA;CRM;CRM;N/A;11;10;90,91%;Aquisicao;8;Mar_aberto;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,064;R$ 0,64;91%;N/A;20,00%;0,00%;0,00%;0,00%;0,00%;R$ 0,64;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2B2C_DIA_AGOSTO_SEMANA1_PARTE2;afz_car_vis_reg_sms_dia_agosto2_aqsdiad5click_diario;SMS;28/08/2025;31/08/2025;ago/25;B2B2C;Dia;DIA;CRM;CRM;N/A;16;9;56,25%;Aquisicao;8;Mar_aberto;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,064;R$ 0,58;56%;N/A;N/A;11,11%;100,00%;100,00%;11,11%;R$ 0,58;R$ 0,58;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2B2C_ALVORADA_VIBE_AGOSTO_SEMANA1;afz_car_vis_reg_sms_alv_aqsalvoradavibed5_agosto_click_diario;SMS;28/08/2025;31/08/2025;ago/25;B2B2C;Alvorada;ALVO;CRM;CRM;N/A;7;7;100,00%;Aquisicao;7;Mar_aberto;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,064;R$ 0,45;100%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,45;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_boa_reg_leal_email_aqsaquecimentoboa1_pontual;E-mail;28/08/2025;30/08/2025;ago/25;Plurix;N/A;N/A;CRM;CRM;Leais;444;437;98,42%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,38;98%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,38;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_boa_reg_leal_email_aqsaquecimentoboa1_pontual;E-mail;28/08/2025;28/08/2025;ago/25;Plurix;N/A;N/A;CRM;CRM;Leais;444;437;98,42%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,38;98%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,38;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_ave_reg_leal_email_aqsaquecimentoavenida1_pontual;E-mail;28/08/2025;30/08/2025;ago/25;Plurix;N/A;N/A;CRM;CRM;Leais;221;214;#DIV/0!;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,19;97%;N/A;N/A;0,47%;100,00%;0,00%;0,00%;R$ 0,19;R$ 0,00;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_comp_reg_leal_email_aqsaquecimentocompremais1_pontual;E-mail;28/08/2025;30/08/2025;ago/25;Plurix;N/A;N/A;CRM;CRM;Leais;84;82;0,00%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,07;98%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,07;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_comp_reg_leal_email_aqsaquecimentocompremais1_pontual;E-mail;28/08/2025;28/08/2025;ago/25;Plurix;N/A;N/A;CRM;CRM;Leais;84;82;97,62%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,07;98%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,07;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_pao_reg_leal_email_aqsaquecimentosuperpão1_pontual;E-mail;28/08/2025;30/08/2025;ago/25;Plurix;N/A;N/A;CRM;CRM;Leais;79;78;#DIV/0!;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,07;99%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,07;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_pao_reg_leal_email_aqsaquecimentosuperpão1_pontual;E-mail;28/08/2025;28/08/2025;ago/25;Plurix;N/A;N/A;CRM;CRM;Leais;79;78;98,73%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,07;99%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,07;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;DISPARO_AQUISICAO_B2C_SERASA_UPGRADE_MEIO_FUNIL_AGOSTO;afz_car_vis_reg_sms_pre_aqs_b2c_upgrade_agosto_20250829;SMS;29/08/2025;31/08/2025;ago/25;B2C;Proprietaria;PROPRI;Aprovados_nao_convertidos;ANC;N/A;9744;8752;89,82%;Meio_de_Funil;1;Whitelist;Classic;Limite;Upgrade;UPG;Anuidade;Test Drive 3 meses;R$ 76,50;R$ 612,00;R$ 0,064;R$ 560,13;90%;N/A;6,14%;0,43%;100,00%;21,05%;0,09%;R$ 1.172,13;R$ 146,52;8;38;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;DISPARO_AQUISICAO_B2C_SERASA_REPESCAGEM_MEIO_FUNIL_AGOSTO;afz_car_vis_reg_sms_pre_aqs_b2c_repescagem_agosto_20250829;SMS;29/08/2025;31/08/2025;ago/25;B2C;Proprietaria;PROPRI;Negados;NGD;N/A;9712;8861;91,24%;Meio_de_Funil;1;Whitelist;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,064;R$ 567,10;91%;N/A;14,94%;3,34%;100,00%;63,18%;2,11%;R$ 567,10;R$ 3,03;187;296;296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_boa_reg_leal_email_aqsaquecimentoboa1_pontual;E-mail;29/08/2025;31/08/2025;ago/25;Plurix;N/A;N/A;CRM;CRM;Leais;477;468;98,11%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,40;98%;N/A;N/A;0,21%;100,00%;0,00%;0,00%;R$ 0,40;R$ 0,00;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_boa_reg_leal_email_aqsaquecimentoboa1_pontual;E-mail;29/08/2025;29/08/2025;ago/25;Plurix;N/A;N/A;CRM;CRM;Leais;477;468;98,11%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,40;98%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,40;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_ave_reg_leal_email_aqsaquecimentoavenida1_pontual;E-mail;29/08/2025;31/08/2025;ago/25;Plurix;N/A;N/A;CRM;CRM;Leais;237;234;#DIV/0!;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,20;99%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,20;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_comp_reg_leal_email_aqsaquecimentocompremais1_pontual;E-mail;29/08/2025;31/08/2025;ago/25;Plurix;N/A;N/A;CRM;CRM;Leais;114;112;#DIV/0!;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,10;98%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,10;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_comp_reg_leal_email_aqsaquecimentocompremais1_pontual;E-mail;29/08/2025;29/08/2025;ago/25;Plurix;N/A;N/A;CRM;CRM;Leais;114;112;98,25%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,10;98%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,10;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_pao_reg_leal_email_aqsaquecimentosuperpão1_pontual;E-mail;29/08/2025;31/08/2025;ago/25;Plurix;N/A;N/A;CRM;CRM;Leais;86;85;0,00%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,07;99%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,07;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_pao_reg_leal_email_aqsaquecimentosuperpão1_pontual;E-mail;29/08/2025;29/08/2025;ago/25;Plurix;N/A;N/A;CRM;CRM;Leais;86;85;98,84%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,07;99%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,07;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_SABADO_SMS_A_B:;afz_car_vis_pon_wpp_car_aqssabados_b_diario;SMS;30/08/2025;01/09/2025;ago/25;B2C;Proprietaria;PROPRI;Abandonados;ABD;N/A;349;343;98,28%;Meio_de_Funil;5;Mar_aberto;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,064;R$ 21,95;98%;N/A;N/A;7,29%;84,00%;44,00%;3,21%;R$ 21,95;R$ 2,00;11;21;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_SABADO_SMS_A_B:;afz_car_vis_pon_wpp_car_aqssabados_a_diario;SMS;30/08/2025;01/09/2025;ago/25;B2C;Proprietaria;PROPRI;Abandonados;ABD;N/A;343;332;96,79%;Meio_de_Funil;5;Mar_aberto;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,064;R$ 21,25;97%;N/A;N/A;7,23%;79,17%;33,33%;2,41%;R$ 21,25;R$ 2,66;8;19;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_ave_reg_leal_email_aqsaquecimentoavenida1_pontual;E-mail;01/09/2025;01/09/2025;set/25;Plurix;N/A;N/A;CRM;CRM;Leais;313;306;97,76%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;#DIV/0!;R$ 0,00;#DIV/0!;R$ 0,001;R$ 0,26;98%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;#DIV/0!;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_ave_reg_leal_email_aqsaquecimentoavenida1_pontual;E-mail;01/09/2025;01/09/2025;set/25;Plurix;N/A;N/A;CRM;CRM;Leais;313;306;97,76%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;#VALOR!;R$ 0,001;R$ 0,00;49%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;#VALOR!;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;DISPARO_AQUISICAO_B2C_SERASA_UPGRADE_MEIO_FUNIL_AGOSTO_RPK;afz_car_vis_reg_sms_pre_aqs_b2c_upgrade_agorpk_20250901;SMS;01/09/2025;03/09/2025;set/25;B2C;Proprietaria;PROPRI;Aprovados_nao_convertidos;ANC;N/A;9675;8739;90,33%;Meio_de_Funil;2;Whitelist;Classic;Limite;Upgrade;UPG;Anuidade;Test Drive 3 meses;R$ 76,50;R$ 688,50;R$ 0,064;R$ 559,30;90%;N/A;2,77%;0,46%;92,50%;22,50%;0,10%;R$ 1.247,80;R$ 138,64;9;37;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;DISPARO_AQUISICAO_B2C_SERASA_REPESCAGEM_MEIO_FUNIL_AGOSTO_RPK;afz_car_vis_reg_sms_pre_aqs_b2c_repescagem_agorpk_20250901;SMS;01/09/2025;03/09/2025;set/25;B2C;Proprietaria;PROPRI;Negados;NGD;N/A;9618;8848;91,99%;Meio_de_Funil;2;Whitelist;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,064;R$ 566,27;92%;N/A;9,86%;2,50%;89,14%;53,39%;1,33%;R$ 566,27;R$ 4,80;118;197;221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_boa_reg_leal_email_aqsaquecimentoboa1_pontual;E-mail;01/09/2025;01/09/2025;set/25;Plurix;N/A;N/A;CRM;CRM;Leais;615;604;98,21%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,52;98%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,52;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_comp_reg_leal_email_aqsaquecimentocompremais1_pontual;E-mail;01/09/2025;01/09/2025;set/25;Plurix;N/A;N/A;CRM;CRM;Leais;137;133;97,08%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,12;97%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,12;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_pao_reg_leal_email_aqsaquecimentosuperpão1_pontual;E-mail;01/09/2025;01/09/2025;set/25;Plurix;N/A;N/A;CRM;CRM;Leais;114;109;95,61%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,09;96%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,09;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_ave_reg_leal_email_aqsaquecimentoavenida1_pontual;E-mail;02/09/2025;02/09/2025;set/25;Plurix;N/A;N/A;CRM;CRM;Leais;241;239;99,17%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;#VALOR!;R$ 0,001;R$ 0,00;0%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;#VALOR!;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_boa_reg_leal_email_aqsaquecimentoboa1_pontual;E-mail;02/09/2025;02/09/2025;set/25;Plurix;N/A;N/A;CRM;CRM;Leais;474;457;96,41%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,40;96%;18,82%;2,19%;0,66%;66,67%;33,33%;0,22%;R$ 0,40;R$ 0,40;1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_LEAIS_SPAO_COMPREMAIS_AVENIDA_BOA_AQUECIMENTO_1 _NOVA_VERSÃO;plu_aqs_comp_reg_leal_email_aqsaquecimentocompremais1_pontual;E-mail;02/09/2025;02/09/2025;set/25;Plurix;N/A;N/A;CRM;CRM;Leais;113;107;94,69%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,09;95%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,09;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
