Disparado?;Jornada;Activity name / Taxonomia;Canal;Data de Disparo;Data Fim;Safra;BU;Parceiro;SIGLA;Segmento;SIGLA;Subgrupos;Base Total;Base Acionável;% Otimização de base;Etapa de aquisição;Ordem de disparo;Perfil de Crédito;Produto;Oferta;Promocional;SIGLA;Oferta 2;Promocional 2;Custo Unitário Oferta;Custo Total da Oferta;Custo unitário do canal;Custo total canal;Taxa de Entrega;Taxa de Abertura ;Taxa de Clique;Taxa de Proposta;Taxa de Aprovação;Taxa de Finalização;Taxa de Conversão;Custo Total Campanha;CAC;Cartões Gerados;Aprovados;Propostas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_SABADO_SMS_A_B;afz_car_vis_pon_wpp_car_aqssabados_sms_a_diario;SMS;27/09/2025;29/09/2025;set/25;B2C;Proprietaria;PROPRI;Abandonados;ABD;N/A;390;370;94,87%;Meio_de_Funil;3;Mar_aberto;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,064;R$ 23,68;95%;N/A;N/A;5,41%;90,00%;35,00%;1,89%;R$ 23,68;R$ 3,38;7;18;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_INSTITUCIONAL_VIBE_TUDÃO_SETEMBRO_NIVER;afz_car_vis_aqs_email_nsa_aqstoponiver_pontual;E-mail;29/09/2025;01/10/2025;set/25;B2C;Proprietaria;PROPRI;Base_Proprietaria;BP;N/A;103407;101928;98,57%;Aquisicao;1;Mar_aberto;Classic;Vibe;Em dobro;DOBRO;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 88,17;99%;34,16%;0,20%;0,07%;14,93%;7,46%;0,00%;R$ 88,17;R$ 17,63;5;10;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_INSTITUCIONAL_VIBE_TUDÃO_SETEMBRO_NIVER;afz_car_vis_aqs_email_nsa_aqstopopadrão_pontual;E-mail;29/09/2025;01/10/2025;set/25;B2C;Proprietaria;PROPRI;Base_Proprietaria;BP;N/A;25598;25214;98,50%;Aquisicao;1;Mar_aberto;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 21,81;98%;34,66%;0,17%;0,07%;16,67%;11,11%;0,01%;R$ 21,81;R$ 10,91;2;3;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_BOA_VALINHOS;afz_aqs_grl_reg_cart_email_aqsemail_pontual;E-mail;29/09/2025;01/10/2025;set/25;Plurix;N/A;N/A;CRM;CRM;Novos;148;123;83,11%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,11;83%;N/A;N/A;0,00%;0,00%;0,00%;0,00%;R$ 0,11;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_PLURIX_BOA_VALINHOS_WPP;afz_aqs_grl_reg_cart_wpp_aqswppvalinhos_pontual;WhatsApp;30/09/2025;02/10/2025;set/25;Plurix;N/A;N/A;CRM;CRM;Novos;396;362;91,41%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,420;R$ 152,04;91%;N/A;N/A;1,66%;0,00%;0,00%;0,00%;R$ 152,04;R$ 0,00;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_VC_AQUISICAO_PLURIX_CARTONISTAS_SENF_WPP;afz_aqs_grl_reg_cart_wpp_aqswpp1vendasenf_pontual;WhatsApp;30/09/2025;02/10/2025;set/25;Plurix;N/A;N/A;Cartonistas;CT;N/A;85;73;85,88%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,420;R$ 30,66;86%;N/A;N/A;4,11%;66,67%;66,67%;2,74%;R$ 30,66;R$ 15,33;2;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_VC_AQUISICAO_PLURIX_CARTONISTAS_SENF_WPP;afz_aqs_grl_reg_cart_wpp_aqswpp1vendasenf_pontual;WhatsApp;01/10/2025;03/10/2025;out/25;Plurix;N/A;N/A;Cartonistas;CT;N/A;176;141;80,11%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,420;R$ 59,22;80%;74,47%;N/A;3,55%;60,00%;40,00%;1,42%;R$ 59,22;R$ 29,61;2;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_LEADS_SERASA_MEIO_FUNIL_OUTUBRO_NIVER;afz_car_vis_aqs_email_nsa_aqsleadsparceirosserasaniver_pontual;E-mail;01/10/2025;02/10/2025;out/25;B2C;Serasa;SERASA;Leads_Parceiros;LP;N/A;2338;2016;86,23%;Meio_de_Funil;1;Whitelist;Classic;Vibe;Em dobro;DOBRO;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 1,74;86%;17,21%;2,33%;0,94%;100,00%;63,16%;0,60%;R$ 1,74;R$ 0,15;12;19;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_LEADS_SERASA_MEIO_FUNIL_OUTUBRO_NIVER;afz_car_vis_aqs_email_nsa_aqsleadsparceirosserasapadrão_pontual;E-mail;01/10/2025;02/10/2025;out/25;B2C;Serasa;SERASA;Leads_Parceiros;LP;N/A;1822;1211;66,47%;Meio_de_Funil;1;Whitelist;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 1,05;66%;16,16%;2,85%;0,33%;100,00%;50,00%;0,17%;R$ 1,05;R$ 0,52;2;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_REPESCAGEM_MEIO_FUNIL_OUTUBRO_NIVER;afz_car_vis_aqs_email_nsa_aqsrepescagemniver_pontual;E-mail;01/10/2025;02/10/2025;out/25;B2C;Proprietaria;PROPRI;Negados;NGD;N/A;683;650;95,17%;Meio_de_Funil;1;Whitelist;Classic;Vibe;Em dobro;DOBRO;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,56;95%;18,31%;4,00%;3,23%;95,24%;42,86%;1,38%;R$ 0,56;R$ 0,06;9;20;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_UPGRADE_MEIO_FUNIL_OUTUBRO_NIVER;afz_car_vis_aqs_email_nsa_aqsupgradeniver_pontual;E-mail;01/10/2025;02/10/2025;out/25;B2C;Proprietaria;PROPRI;Aprovados_nao_convertidos;ANC;N/A;225;215;95,56%;Meio_de_Funil;1;Whitelist;Classic;Vibe;Em dobro;DOBRO;Anuidade;Test Drive 3 meses;R$ 76,50;R$ 0,00;R$ 0,001;R$ 0,19;96%;18,47%;2,79%;0,47%;100,00%;0,00%;0,00%;R$ 0,19;R$ 0,00;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_REPESCAGEM_MEIO_FUNIL_OUTUBRO_NIVER;afz_car_vis_aqs_email_nsa_aqsrepescagempadrão_pontual;E-mail;01/10/2025;02/10/2025;out/25;B2C;Proprietaria;PROPRI;Negados;NGD;N/A;168;163;97,02%;Meio_de_Funil;1;Whitelist;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,14;97%;16,56%;3,07%;2,45%;100,00%;50,00%;1,23%;R$ 0,14;R$ 0,07;2;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_UPGRADE_MEIO_FUNIL_OUTUBRO_NIVER;afz_car_vis_aqs_email_nsa_aqsupgradepadrão_pontual;E-mail;01/10/2025;02/10/2025;out/25;B2C;Proprietaria;PROPRI;Aprovados_nao_convertidos;ANC;N/A;51;48;94,12%;Meio_de_Funil;1;Whitelist;Classic;Padrao;Upgrade;UPG;Anuidade;Test Drive 3 meses;R$ 76,50;R$ 0,00;R$ 0,001;R$ 0,04;94%;12,50%;2,08%;2,08%;100,00%;0,00%;0,00%;R$ 0,04;R$ 0,00;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_LEADS_BPC_MEIO_FUNIL_OUTUBRO_NIVER;afz_car_vis_aqs_email_nsa_aqsleadsparceirosbpcniver_pontual;E-mail;01/10/2025;02/10/2025;out/25;B2C;Bom_Pra_Credito;BPC;Leads_Parceiros;LP;N/A;21;17;80,95%;Meio_de_Funil;1;Whitelist;Classic;Vibe;Em dobro;DOBRO;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,01;81%;17,65%;0,00%;0,00%;0,00%;0,00%;0,00%;R$ 0,01;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_LEADS_BPC_MEIO_FUNIL_OUTUBRO_NIVER;afz_car_vis_aqs_email_nsa_aqsleadsparceirosbpcniver_pontual;E-mail;01/10/2025;02/10/2025;out/25;B2C;Bom_Pra_Credito;BPC;Leads_Parceiros;LP;N/A;6;4;66,67%;Meio_de_Funil;1;Whitelist;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 0,00;67%;75,00%;0,00%;0,00%;0,00%;0,00%;0,00%;R$ 0,00;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_VC_AQUISICAO_PLURIX_CARTONISTAS_SENF_WPP;afz_aqs_grl_reg_cart_wpp_aqswpp1vendasenf_pontual;WhatsApp;02/10/2025;04/10/2025;out/25;Plurix;N/A;N/A;Cartonistas;CT;N/A;348;267;76,72%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,420;R$ 112,14;77%;80,90%;N/A;4,49%;58,33%;41,67%;1,87%;R$ 112,14;R$ 22,43;5;7;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2B2C_DIA_TOPO_FUNIL_OUTUBRO_NIVER_I;afz_car_vis_aqs_email_nsa_aqsb2b2cdianiver_i_pontual;E-mail;02/10/2025;04/10/2025;out/25;B2B2C;Dia;DIA;CRM;CRM;N/A;110550;109410;98,97%;Aquisicao;1;Mar_aberto;Classic;Vibe;Em dobro;DOBRO;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 94,64;99%;12,93%;0,29%;0,08%;12,79%;10,47%;0,01%;R$ 94,64;R$ 10,52;9;11;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2B2C_DIA_TOPO_FUNIL_OUTUBRO_NIVER_II ;afz_car_vis_aqs_email_nsa_aqsb2b2cdianiver_ii_pontual;E-mail;02/10/2025;04/10/2025;out/25;B2B2C;Dia;DIA;CRM;CRM;N/A;110374;109300;99,03%;Aquisicao;1;Mar_aberto;Classic;Vibe;Em dobro;DOBRO;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 94,54;99%;12,83%;0,31%;0,09%;20,00%;16,00%;0,01%;R$ 94,54;R$ 5,91;16;20;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2B2C_ALVORADA_TOPO_FUNIL_OUTUBRO_NIVER;afz_car_vis_aqs_email_nsa_aqsb2b2calvoradaniver_pontual;E-mail;02/10/2025;04/10/2025;out/25;B2B2C;Alvorada;ALVO;CRM;CRM;N/A;29377;29109;99,09%;Aquisicao;1;Mar_aberto;Classic;Vibe;Em dobro;DOBRO;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 25,18;99%;12,79%;0,15%;0,03%;11,11%;0,00%;0,00%;R$ 25,18;R$ 0,00;0;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2B2C_DIA_TOPO_FUNIL_OUTUBRO_NIVER_II;afz_car_vis_aqs_email_nsa_aqsb2b2cdiapadrão_ii_pontual;E-mail;02/10/2025;04/10/2025;out/25;B2B2C;Dia;DIA;CRM;CRM;N/A;27640;27398;99,12%;Aquisicao;1;Mar_aberto;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 23,70;99%;13,15%;0,22%;0,05%;0,00%;0,00%;0,00%;R$ 23,70;R$ 0,00;0;0;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2B2C_DIA_TOPO_FUNIL_OUTUBRO_NIVER_I;afz_car_vis_aqs_email_nsa_aqsb2b2cdiapadrão_i_pontual;E-mail;02/10/2025;04/10/2025;out/25;B2B2C;Dia;DIA;CRM;CRM;N/A;27624;27324;98,91%;Aquisicao;1;Mar_aberto;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 23,64;99%;13,16%;0,25%;0,08%;13,64%;13,64%;0,01%;R$ 23,64;R$ 7,88;3;3;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2B2C_ALVORADA_TOPO_FUNIL_OUTUBRO_NIVER;afz_car_vis_aqs_email_nsa_aqsb2b2calvoradapadrão_pontual;E-mail;02/10/2025;04/10/2025;out/25;B2B2C;Alvorada;ALVO;CRM;CRM;N/A;7168;7105;99,12%;Aquisicao;1;Mar_aberto;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,001;R$ 6,15;99%;12,84%;17,00%;0,00%;0,00%;0,00%;0,00%;R$ 6,15;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_REPESCAGEM_MEIO_FUNIL_SETEMBRO_NIVER_SMS;afz_car_vis_aqs_sms_nsa_aqsrepescagemniver_pontual;SMS;03/10/2025;05/10/2025;out/25;B2C;Proprietaria;PROPRI;Negados;NGD;N/A;2940;2653;90,24%;Meio_de_Funil;2;Whitelist;Classic;Vibe;Em dobro;DOBRO;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,064;R$ 169,79;90%;N/A;3,13%;0,68%;72,22%;38,89%;0,26%;R$ 169,79;R$ 24,26;7;13;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_VC_AQUISICAO_PLURIX_CARTONISTAS_SENF_WPP;afz_aqs_grl_reg_cart_wpp_aqswpp1vendasenf_pontual;WhatsApp;03/10/2025;05/10/2025;out/25;Plurix;N/A;N/A;Cartonistas;CT;N/A;378;301;79,63%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,420;R$ 126,42;80%;75,75%;N/A;2,66%;87,50%;62,50%;1,66%;R$ 126,42;R$ 25,28;5;7;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_LEADS_SERASA_MEIO_FUNIL_SETEMBRO_NIVER_SMS;afz_car_vis_aqs_sms_nsa_aqsleadsparceirosserasaniver_i_pontual;SMS;03/10/2025;05/10/2025;out/25;B2C;Serasa;SERASA;Leads_Parceiros;LP;N/A;2203;1448;65,73%;Meio_de_Funil;2;Whitelist;Classic;Vibe;Em dobro;DOBRO;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,064;R$ 92,67;66%;N/A;6,35%;1,66%;91,67%;58,33%;0,97%;R$ 92,67;R$ 6,62;14;22;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_UPGRADE_MEIO_FUNIL_SETEMBRO_NIVER_SMS;afz_car_vis_aqs_sms_nsa_aqsupgradeniver_i_pontual;SMS;03/10/2025;05/10/2025;out/25;B2C;Proprietaria;PROPRI;Aprovados_nao_convertidos;ANC;N/A;52;44;84,62%;Meio_de_Funil;2;Whitelist;Classic;Vibe;Em dobro;DOBRO;Anuidade;Test Drive 3 meses;R$ 76,50;R$ 76,50;R$ 0,064;R$ 2,82;85%;18,47%;2,79%;11,36%;100,00%;20,00%;2,27%;R$ 79,32;R$ 79,32;1;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_REPESCAGEM_MEIO_FUNIL_SETEMBRO_NIVER_SMS;afz_car_vis_aqs_sms_nsa_aqsrepescagempadrão_pontual;SMS;03/10/2025;05/10/2025;out/25;B2C;Proprietaria;PROPRI;Negados;NGD;N/A;748;688;91,98%;Meio_de_Funil;2;Whitelist;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,064;R$ 44,03;92%;N/A;5,81%;1,02%;85,71%;71,43%;0,73%;R$ 44,03;R$ 8,81;5;6;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_REPESCAGEM_MEIO_FUNIL_SETEMBRO_NIVER_SMS;afz_car_vis_aqs_sms_nsa_aqsrepescagemniver_i_pontual;SMS;03/10/2025;05/10/2025;out/25;B2C;Proprietaria;PROPRI;Negados;NGD;N/A;690;637;92,32%;Meio_de_Funil;2;Whitelist;Classic;Vibe;Em dobro;DOBRO;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,064;R$ 40,77;92%;N/A;9,42%;2,67%;94,12%;35,29%;0,94%;R$ 40,77;R$ 6,79;6;16;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_UPGRADE_MEIO_FUNIL_SETEMBRO_NIVER_SMS;afz_car_vis_aqs_sms_nsa_aqsupgradeniver_pontual;SMS;03/10/2025;05/10/2025;out/25;B2C;Proprietaria;PROPRI;Aprovados_nao_convertidos;ANC;N/A;717;615;85,77%;Meio_de_Funil;2;Whitelist;Classic;Vibe;Em dobro;DOBRO;Anuidade;Test Drive 3 meses;R$ 76,50;R$ 0,00;R$ 0,064;R$ 39,36;86%;18,47%;2,79%;0,00%;0,00%;0,00%;0,00%;R$ 39,36;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_LEADS_SERASA_MEIO_FUNIL_SETEMBRO_NIVER_SMS;afz_car_vis_aqs_sms_nsa_aqsleadsparceirosserasapadrão_i_pontual;SMS;03/10/2025;05/10/2025;out/25;B2C;Serasa;SERASA;Leads_Parceiros;LP;N/A;567;380;67,02%;Meio_de_Funil;2;Whitelist;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,064;R$ 24,32;67%;N/A;6,58%;1,32%;100,00%;60,00%;0,79%;R$ 24,32;R$ 8,11;3;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_LEADS_SERASA_MEIO_FUNIL_SETEMBRO_NIVER_SMS;afz_car_vis_aqs_sms_nsa_aqsleadsparceirosserasaniver_pontual;SMS;03/10/2025;05/10/2025;out/25;B2C;Serasa;SERASA;Leads_Parceiros;LP;N/A;524;310;59,16%;Meio_de_Funil;2;Whitelist;Classic;Vibe;Em dobro;DOBRO;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,064;R$ 19,84;59%;N/A;5,48%;0,32%;100,00%;0,00%;0,00%;R$ 19,84;R$ 0,00;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_UPGRADE_MEIO_FUNIL_SETEMBRO_NIVER_SMS;afz_car_vis_aqs_sms_nsa_aqsupgradepadrão_i_pontual;SMS;03/10/2025;05/10/2025;out/25;B2C;Proprietaria;PROPRI;Aprovados_nao_convertidos;ANC;N/A;226;193;85,40%;Meio_de_Funil;2;Whitelist;Classic;Padrao;Upgrade;UPG;Anuidade;Test Drive 3 meses;R$ 76,50;R$ 0,00;R$ 0,064;R$ 12,35;85%;12,50%;2,08%;0,52%;100,00%;0,00%;0,00%;R$ 12,35;R$ 0,00;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_UPGRADE_MEIO_FUNIL_SETEMBRO_NIVER_SMS;afz_car_vis_aqs_sms_nsa_aqsupgradepadrão_pontual;SMS;03/10/2025;05/10/2025;out/25;B2C;Proprietaria;PROPRI;Aprovados_nao_convertidos;ANC;N/A;200;163;81,50%;Meio_de_Funil;2;Whitelist;Classic;Padrao;Upgrade;UPG;Anuidade;Test Drive 3 meses;R$ 76,50;R$ 0,00;R$ 0,064;R$ 10,43;82%;12,50%;2,08%;0,00%;0,00%;0,00%;0,00%;R$ 10,43;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_REPESCAGEM_MEIO_FUNIL_SETEMBRO_NIVER_SMS;afz_car_vis_aqs_sms_nsa_aqsrepescagempadrão_i_pontual;SMS;03/10/2025;05/10/2025;out/25;B2C;Proprietaria;PROPRI;Negados;NGD;N/A;170;155;91,18%;Meio_de_Funil;2;Whitelist;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,064;R$ 9,92;91%;N/A;21,29%;7,10%;100,00%;36,36%;2,58%;R$ 9,92;R$ 2,48;4;11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_LEADS_SERASA_MEIO_FUNIL_SETEMBRO_NIVER_SMS;afz_car_vis_aqs_sms_nsa_aqsleadsparceirosserasapadrão_pontual;SMS;03/10/2025;05/10/2025;out/25;B2C;Serasa;SERASA;Leads_Parceiros;LP;N/A;143;79;55,24%;Meio_de_Funil;2;Whitelist;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,064;R$ 5,06;55%;N/A;6,33%;0,00%;0,00%;0,00%;0,00%;R$ 5,06;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_LEADS_BPC_MEIO_FUNIL_SETEMBRO_NIVER_SMS;afz_car_vis_aqs_sms_nsa_aqsleadsparceirosbpcniver_i_pontual;SMS;03/10/2025;05/10/2025;out/25;B2C;Bom_Pra_Credito;BPC;Leads_Parceiros;LP;N/A;19;16;84,21%;Meio_de_Funil;2;Whitelist;Classic;Vibe;Em dobro;DOBRO;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,064;R$ 1,02;84%;N/A;18,75%;6,25%;100,00%;0,00%;0,00%;R$ 1,02;R$ 0,00;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_LEADS_BPC_MEIO_FUNIL_SETEMBRO_NIVER_SMS;afz_car_vis_aqs_sms_nsa_aqsleadsparceirosbpcpadrão_i_pontual;SMS;03/10/2025;05/10/2025;out/25;B2C;Bom_Pra_Credito;BPC;Leads_Parceiros;LP;N/A;5;5;100,00%;Meio_de_Funil;2;Whitelist;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,064;R$ 0,32;100%;N/A;0,00%;0,00%;0,00%;0,00%;0,00%;R$ 0,32;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_LEADS_BPC_MEIO_FUNIL_SETEMBRO_NIVER_SMS;afz_car_vis_aqs_sms_nsa_aqsleadsparceirosbpcniver_pontual;SMS;03/10/2025;05/10/2025;out/25;B2C;Bom_Pra_Credito;BPC;Leads_Parceiros;LP;N/A;5;1;20,00%;Meio_de_Funil;2;Whitelist;Classic;Vibe;Em dobro;DOBRO;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,064;R$ 0,06;20%;N/A;100,00%;0,00%;0,00%;0,00%;0,00%;R$ 0,06;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_LEADS_BPC_MEIO_FUNIL_SETEMBRO_NIVER_SMS;afz_car_vis_aqs_sms_nsa_aqsleadsparceirosbpcpadrão_pontual;SMS;03/10/2025;05/10/2025;out/25;B2C;Bom_Pra_Credito;BPC;Leads_Parceiros;LP;N/A;0;0;#DIV/0!;Meio_de_Funil;2;Whitelist;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,064;R$ 0,00;#DIV/0!;N/A;0,00%;0,00%;0,00%;0,00%;#DIV/0!;R$ 0,00;R$ 0,00;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_VC_AQUISICAO_PLURIX_CARTONISTAS_SENF_WPP;afz_aqs_grl_reg_cart_wpp_aqswpp1vendasenf_pontual;WhatsApp;04/10/2025;06/10/2025;out/25;Plurix;N/A;N/A;Cartonistas;CT;N/A;338;273;80,77%;Aquisicao;1;Pre_analisado;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,420;R$ 114,66;81%;76,19%;N/A;1,83%;80,00%;80,00%;1,47%;R$ 114,66;R$ 28,67;4;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sim;JOR_AQUISICAO_B2C_SABADO_SMS_A_B;afz_car_vis_pon_wpp_car_aqssabados_sms_b_diario;SMS;04/10/2025;06/10/2025;out/25;B2C;Proprietaria;PROPRI;Abandonados;ABD;N/A;397;383;96,47%;Meio_de_Funil;1;Mar_aberto;Classic;Padrao;N/A;N/A;Padrao;N/A;R$ 0,00;R$ 0,00;R$ 0,064;R$ 24,51;96%;N/A;N/A;4,18%;68,75%;18,75%;0,78%;R$ 24,51;R$ 8,17;3;11;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
